Timestamp(ms),M_x(µT),M_y(µT),M_z(µT),M(µT)
8353,148.373,472.840,-112.720,508.230
8364,148.653,472.747,-109.093,507.433
8376,148.627,472.533,-102.507,505.851
8388,147.867,472.280,-94.853,503.895
8400,147.000,471.947,-86.027,501.740
8412,145.813,471.387,-77.160,499.420
8446,143.200,470.453,-60.840,495.514
8457,142.160,469.973,-54.067,493.971
8469,141.293,469.640,-47.720,492.750
8481,140.640,469.587,-42.107,492.000
8493,139.813,469.627,-37.733,491.448
8504,138.813,469.827,-34.187,491.096
8516,137.773,470.120,-31.667,490.915
8528,136.747,470.347,-30.573,490.775
8540,136.013,470.413,-30.600,490.637
8551,135.600,470.707,-33.253,490.976
8563,135.507,470.907,-37.240,491.428
8575,135.867,471.227,-40.653,492.105
8587,136.720,471.413,-43.693,492.780
8599,138.107,471.453,-46.347,493.447
8610,139.960,471.533,-48.520,494.254
8644,143.627,471.533,-53.293,495.795
8656,145.227,471.453,-56.480,496.537
8668,146.493,471.493,-59.453,497.294
8680,147.480,471.547,-61.160,497.843
8691,148.053,471.547,-61.293,498.029
8703,148.573,471.467,-60.200,497.975
8715,149.013,471.400,-58.933,497.892
8727,149.360,471.427,-58.133,497.927
8739,149.467,471.547,-56.827,497.922
8750,149.547,471.347,-54.147,497.457
8762,149.627,471.333,-51.107,497.147
8774,148.880,471.347,-48.293,496.654
8786,147.520,471.347,-45.133,495.950
8797,145.867,471.413,-41.093,495.173
8809,144.480,471.240,-36.413,494.234
8821,143.213,471.093,-30.827,493.345
8855,141.840,470.707,-20.693,492.048
8867,141.200,470.560,-17.800,491.611
8878,140.200,470.573,-15.440,491.257
8890,138.840,470.653,-12.000,490.851
8902,138.000,470.627,-8.867,490.522
8914,137.053,470.720,-5.880,490.301
8926,136.147,470.720,-2.773,490.021
8937,135.133,470.667,1.373,489.684
8949,133.907,470.533,5.107,489.243
8961,132.680,470.480,7.907,488.895
8973,131.173,470.467,10.867,488.532
8984,129.707,470.280,13.640,488.030
8996,128.507,470.320,16.267,487.831
9008,127.480,470.160,18.213,487.476
9020,126.680,470.293,20.267,487.478
9054,125.200,470.227,22.933,487.149
9065,124.013,470.427,21.680,486.981
9077,122.773,470.667,18.760,486.778
9089,121.653,471.080,14.013,486.736
9101,121.080,471.400,8.373,486.773
9113,121.067,471.600,3.200,486.902
9124,121.853,472.040,-1.320,487.516
9136,123.200,472.093,-4.200,487.922
9148,124.840,472.307,-5.480,488.558
9160,126.467,472.147,-5.933,488.827
9171,128.293,472.013,-5.693,489.171
9183,129.747,471.827,-5.520,489.372
9195,131.013,471.533,-4.573,489.417
9207,131.800,471.120,-3.493,489.221
9219,132.320,470.840,-2.587,489.086
9252,132.533,470.467,1.307,488.780
9264,132.547,470.227,5.453,488.581
9276,132.840,469.933,9.280,488.436
9288,132.800,469.853,12.387,488.417
9300,132.333,469.800,14.240,488.290
9311,131.400,469.827,15.467,488.101
9323,129.987,470.000,17.413,487.955
9335,128.187,469.933,19.587,487.496
9347,126.507,470.013,21.373,487.210
9358,125.080,470.120,22.093,486.976
9370,124.267,470.293,22.240,486.942
9382,124.093,470.387,22.373,486.994
9394,124.147,470.520,22.747,487.154
9406,124.667,470.640,22.587,487.395
9417,125.387,470.640,22.040,487.555
9451,125.747,470.773,21.640,487.758
9463,125.520,470.933,20.227,487.794
9475,125.347,471.187,17.973,487.905
9487,124.960,471.480,15.267,487.997
9498,124.800,471.733,13.013,488.136
9510,124.747,471.853,11.040,488.190
9522,125.027,472.200,9.320,488.561
9534,125.413,472.253,8.627,488.698
9545,125.653,472.360,8.787,488.866
9557,125.987,472.400,9.587,489.005
9569,126.093,472.547,9.440,489.172
9581,126.053,472.587,9.253,489.197
9593,125.840,472.680,9.933,489.245
9604,125.827,472.613,10.987,489.200
9616,125.920,472.467,11.867,489.103
9650,126.920,472.227,12.107,489.135
9662,127.360,472.053,12.427,489.090
9674,127.773,471.840,13.400,489.018
9685,127.933,471.707,14.480,488.962
9697,127.867,471.573,15.027,488.832
9709,127.787,471.387,14.907,488.628
9721,128.107,471.333,14.027,488.634
9732,128.453,471.333,12.053,488.672
9744,128.787,471.400,9.413,488.766
9756,128.893,471.720,8.040,489.079
9768,128.587,471.600,8.467,488.889
9780,127.893,471.507,9.853,488.643
9791,126.787,471.507,12.107,488.406
9803,125.147,471.347,15.253,487.916
9815,123.293,471.293,18.680,487.512
9849,119.760,470.933,26.453,486.642
9861,118.427,470.773,29.960,486.364
9872,117.360,470.680,32.133,486.154
9884,116.573,470.747,32.480,486.052
9896,116.347,470.680,31.987,485.901
9908,116.627,470.653,31.120,485.886
9919,117.387,470.627,29.693,485.953
9931,118.107,470.680,28.893,486.131
9943,118.947,470.587,29.213,486.265
9955,119.987,470.440,30.333,486.447
9967,121.027,470.280,30.427,486.556
9978,122.373,470.027,30.200,486.634
9990,123.747,469.787,30.533,486.770
10002,124.960,469.613,30.613,486.918
10014,126.547,469.253,29.760,486.928
10048,130.013,468.853,31.533,487.567
10059,131.707,468.547,33.467,487.855
10071,133.227,468.440,34.027,488.204
10083,134.653,468.453,33.960,488.603
10095,135.973,468.307,34.000,488.831
10106,136.627,468.360,33.293,489.016
10118,136.880,468.733,30.147,489.240
10130,136.760,469.200,25.320,489.380
10142,136.573,469.600,21.867,489.545
10154,136.400,469.960,20.933,489.802
10165,136.187,470.160,20.520,489.917
10177,135.880,470.440,19.840,490.072
10189,135.507,470.733,20.253,490.267
10201,135.013,470.867,21.600,490.317
10212,134.427,471.000,22.787,490.337
10246,133.293,471.040,25.720,490.211
10258,133.000,471.133,26.693,490.274
10270,133.213,471.093,26.693,490.293
10282,133.680,471.120,25.640,490.389
10294,134.640,471.040,23.107,490.449
10305,135.680,470.867,19.107,490.397
10317,136.907,470.920,15.013,490.647
10329,137.920,470.600,11.147,490.521
10341,138.773,470.440,6.853,490.529
10352,139.493,470.347,2.320,490.601
10364,139.853,470.507,-2.707,490.859
10376,139.987,470.920,-8.000,491.351
10388,139.907,471.413,-14.133,491.939
10399,139.453,472.027,-21.413,492.661
10433,138.347,473.227,-35.773,494.331
10445,137.493,473.813,-42.360,495.175
10457,136.640,474.293,-48.453,495.956
10469,135.827,474.640,-54.067,496.644
10481,135.253,474.920,-58.373,497.242
10492,134.867,475.160,-61.293,497.718
10504,135.187,475.267,-64.760,498.345
10516,136.027,475.373,-68.400,499.161
10528,137.480,475.307,-71.787,499.971
10539,139.440,475.267,-74.667,500.896
10551,141.573,475.200,-77.267,501.825
10563,144.013,475.013,-80.880,502.911
10575,146.720,475.040,-87.067,504.748
10587,150.053,475.027,-96.080,507.344
10598,154.133,475.173,-108.347,511.161
10632,165.253,475.480,-142.493,523.158
10644,172.773,475.667,-164.747,532.213
10656,181.773,476.000,-190.467,543.962
10668,192.440,476.213,-219.187,558.440
10679,204.760,476.480,-249.893,575.679
10691,219.000,476.707,-282.720,595.937
10703,235.493,476.973,-316.253,618.851
10715,253.853,477.040,-348.347,642.926
10726,273.640,477.240,-376.533,666.644
10738,294.667,477.240,-400.000,688.902
10750,316.840,477.360,-420.200,710.513
10762,340.493,477.360,-438.200,732.002
10774,366.427,477.853,-453.853,754.052
10785,394.560,478.427,-466.573,776.054
10797,424.613,479.120,-475.600,797.526
10831,478.907,479.093,-483.453,832.231
10843,485.267,476.520,-481.213,833.139
10855,483.240,470.973,-466.373,820.269
10866,480.387,461.040,-442.693,799.567
10878,476.640,444.667,-413.147,771.754
10890,470.587,422.533,-374.507,735.011
10902,458.667,396.213,-327.333,688.845
10914,437.147,367.853,-274.787,633.972
10925,401.547,340.400,-221.173,570.990
10937,343.973,317.933,-170.680,498.529
10949,262.747,302.907,-126.867,420.575
10961,170.013,293.187,-91.293,350.995
10972,76.813,285.520,-63.907,302.500
10984,-11.493,276.053,-43.560,279.705
10996,-95.147,263.520,-29.853,281.757
11008,-171.333,248.587,-21.733,302.693
11020,-233.213,233.173,-16.880,330.217
11054,-286.800,200.773,-11.080,350.267
11065,-272.520,181.947,-9.307,327.808
11077,-232.667,161.587,-8.040,283.388
11089,-173.893,140.947,-6.907,223.948
11101,-105.853,120.853,-5.747,160.759
11112,-32.640,101.933,-4.707,107.135
11124,41.920,84.573,-3.907,94.473
11136,117.067,70.013,-3.413,136.448
11148,186.733,58.480,-2.947,195.699
11160,246.427,50.120,-2.733,251.487
11171,296.973,44.040,-2.467,300.231
11183,342.467,39.360,-2.227,344.728
11195,379.960,35.733,-2.000,381.642
11207,408.280,32.893,-1.907,409.607
11218,429.320,30.733,-1.840,430.423
11230,444.213,28.667,-1.813,445.141
11264,467.187,24.480,-1.613,467.830
11276,475.253,22.147,-1.413,475.771
11288,478.053,20.027,-1.227,478.474
11299,467.253,18.387,-1.200,467.617
11311,454.907,16.880,-1.027,455.221
11323,449.320,15.640,-0.960,449.593
11335,450.667,14.560,-0.933,450.903
11346,456.013,13.533,-0.867,456.215
11358,463.880,12.453,-0.800,464.048
11370,471.253,11.587,-0.800,471.396
11382,474.160,10.707,-0.733,474.281
11394,473.333,9.893,-0.773,473.437
11405,472.773,9.067,-0.707,472.861
11417,472.773,8.133,-0.747,472.844
11429,470.053,7.187,-0.707,470.109
11463,444.067,5.640,-0.720,444.103
11475,435.880,5.133,-0.680,435.911
11486,438.547,4.960,-0.627,438.575
11498,448.707,4.773,-0.680,448.733
11510,459.653,4.840,-0.640,459.679
11522,465.707,4.813,-0.773,465.732
11534,468.093,4.653,-0.680,468.117
11545,468.773,4.520,-0.707,468.796
11557,468.947,4.267,-0.653,468.967
11569,468.627,4.000,-0.680,468.644
11581,468.547,3.947,-0.613,468.564
11592,468.440,3.853,-0.627,468.456
11604,468.013,3.747,-0.680,468.029
11616,463.253,3.640,-0.680,463.268
11628,447.960,3.427,-0.613,447.974
11662,405.547,3.040,-0.653,405.559
11673,381.973,2.907,-0.640,381.985
11685,352.800,2.747,-0.680,352.811
11697,320.173,2.547,-0.640,320.184
11709,287.827,2.520,-0.573,287.838
11721,260.240,2.413,-0.587,260.252
11732,237.867,2.347,-0.547,237.879
11744,218.387,2.360,-0.547,218.400
11756,199.533,2.200,-0.533,199.546
11768,180.640,2.173,-0.560,180.654
11779,161.667,2.200,-0.533,161.683
11791,143.520,2.120,-0.573,143.537
11803,128.667,2.147,-0.600,128.686
11815,117.387,2.120,-0.560,117.407
11826,109.160,2.120,-0.573,109.182
11838,103.107,2.053,-0.573,103.129
11872,94.173,2.040,-0.573,94.197
11884,90.280,2.040,-0.680,90.306
11896,87.027,1.933,-0.667,87.051
11908,83.507,1.933,-0.507,83.531
11919,79.000,1.893,-0.627,79.025
11931,73.947,1.893,-0.573,73.973
11943,69.573,1.813,-0.520,69.599
11955,66.827,1.853,-0.600,66.855
11966,66.200,1.787,-0.600,66.227
11978,67.520,1.813,-0.640,67.547
11990,70.067,1.813,-0.613,70.093
12002,72.200,1.840,-0.693,72.227
12013,73.560,1.733,-0.640,73.583
12025,74.253,1.760,-0.667,74.277
12037,74.653,1.787,-0.653,74.678
12071,76.240,1.800,-0.640,76.264
12083,77.987,1.813,-0.640,78.010
12094,79.960,1.813,-0.733,79.984
12106,81.987,1.760,-0.747,82.009
12118,83.667,1.787,-0.853,83.690
12130,84.773,1.800,-1.000,84.798
12142,84.520,1.813,-0.987,84.545
12153,82.920,1.720,-0.987,82.944
12165,81.787,1.707,-1.093,81.812
12177,81.933,1.773,-1.093,81.960
12189,84.347,1.787,-1.187,84.374
12200,89.000,1.813,-1.253,89.027
12212,94.587,1.800,-1.240,94.612
12224,98.573,1.813,-1.267,98.598
