Timestamp(ms),M_x(µT),M_y(µT),M_z(µT),M(µT)
249386,-31.480,11.027,-9.987,34.818
249398,-31.267,10.893,-10.147,34.630
249410,-31.347,10.787,-9.973,34.618
249421,-31.320,10.693,-9.920,34.550
249433,-31.253,10.933,-10.040,34.599
249445,-31.280,11.013,-10.120,34.672
249457,-31.280,10.840,-9.933,34.563
249491,-31.173,10.987,-10.027,34.540
249502,-31.293,11.013,-10.107,34.680
249514,-31.267,10.880,-9.947,34.568
249526,-31.307,10.840,-9.933,34.587
249538,-31.333,10.907,-10.027,34.659
249550,-31.253,10.867,-10.040,34.578
249561,-31.360,10.880,-9.947,34.652
249573,-31.520,10.880,-9.880,34.778
249585,-31.333,10.880,-9.893,34.613
249597,-31.227,11.067,-10.000,34.606
249608,-31.373,11.000,-10.080,34.740
249620,-31.280,10.800,-9.747,34.497
249632,-31.293,10.867,-10.040,34.614
249644,-31.240,11.000,-10.067,34.616
249656,-31.400,10.827,-9.947,34.672
249689,-31.333,11.013,-9.987,34.681
249701,-31.387,11.067,-10.040,34.762
249713,-31.533,10.840,-9.947,34.796
249725,-31.333,10.920,-9.907,34.629
249737,-31.267,10.787,-9.933,34.534
249748,-31.267,10.827,-9.840,34.520
249760,-31.440,10.840,-9.760,34.659
249772,-31.413,10.800,-9.987,34.687
